CRISNO,NAME,YEAR,HISTORY,ACTOR 1,ACTOR 2,A1 NUKES,A2 NUKES,A1 THREAT,A2 THREAT,A1 INTENSITY,A2 INTENSITY,KINETIC,# ACTORS,A1 DEMOCRACY,A2 DEMOCRACY,A1 AWARENESS,A2 AWARENESS,INDEPENDENCE,SALIENCE,A1 OUTCOME,A2 OUTCOME,COMPLEXITY,NOTES,,,,,,,,,,,,,,
261,Moroccan March,1975,,SPN,MOR,,,,,,,0,4,1,0,1,1,1,1,NEUTRAL,WIN,0,Not really a crisis; there was just political tension and threats made to the UN,,,,,,,,,,,,,,
261,Moroccan March,1975,,ALG,MOR,,,,,,,0,4,0,0,1,1,1,1,NEUTRAL,WIN,0,,,,,,,,,,,,,,,
261,Moroccan March,1975,,ALG,MAA,,,,,,,0,4,0,0,1,1,1,1,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
263,Cod War II,1975,,UKG,ICE,,,CONVENTIONAL,CONVENTIONAL,1,1,0,2,1,1,1,1,0,1,LOSS,WIN,0,"Not much to say, just a conflict over fishing boats in the ocean. Coast guard was involved which makes the threats conventional; however, there were more economic and diplomatic threats made",,,,,,,,,,,,,,
267,Operation Thrasher,1976,,ZIM,MZM,,,CONVENTIONAL,CONVENTIONAL,2,2,1,2,0,0,1,1,1,2,NEUTRAL,NEUTRAL,1,"Rhodesia, which is now split up into current day Zimbabwe and Zambia, was the country that attacked Mozambique",,,,,,,,,,,,,,
270,Entebbe Raid,1976,,ISR,UGA,,,CONVENTIONAL,CONVENTIONAL,2,2,1,3,1,0,1,1,1,3,WIN,LOSS,0,,,,,,,,,,,,,,,
270,Entebbe Raid,1976,,KEN,UGA,,,,CONVENTIONAL,,2,1,3,1,0,1,1,1,1,NEUTRAL,NEUTRAL,0,Kenya was a supplier,,,,,,,,,,,,,,
272,Aegean Sea I,1976,,GRC,TUR,,,,,,,0,2,1,1,1,1,1,1,NEUTRAL,NEUTRAL,0,"This wasn't really a crisis; it was just Turkey putting a research vessel in waters that Greece thought was theirs, so there were talks and military threats, but no kinetic violence",,,,,,,,,,,,,,
274,Poplar Tree,1976,,USA,PRK,,,CONVENTIONAL,CONVENTIONAL,2,2,1,3,1,0,1,1,0,2,NEUTRAL,NEUTRAL,0,Not a crisis,,,,,,,,,,,,,,
274,Poplar Tree,1976,,ROK,PRK,,,CONVENTIONAL,CONVENTIONAL,2,2,1,3,0,0,1,1,0,2,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
277,Shaba I,1977,,DRC,ANG,,,CONVENTIONAL,CONVENTIONAL,2,2,1,6,0,0,1,1,1,2,NEUTRAL,NEUTRAL,1,Unclear who won,,,,,,,,,,,,,,
277,Shaba I,1977,,MOR,ANG,,,,,,,0,6,0,0,1,1,1,2,NEUTRAL,NEUTRAL,1,Morocco supplied troops,,,,,,,,,,,,,,
277,Shaba I,1977,,USA,ANG,,,,,,,0,6,1,0,1,1,1,2,NEUTRAL,NEUTRAL,1,USA served as a supplier,,,,,,,,,,,,,,
277,Shaba I,1977,,BEL,ANG,,,,,,,0,6,1,0,1,1,1,2,NEUTRAL,NEUTRAL,1,Belgium sent weapons but no military assistance,,,,,,,,,,,,,,
277,Shaba I,1977,,FRN,ANG,,,,,,,0,6,1,0,1,1,1,2,NEUTRAL,NEUTRAL,1,France was also just a supplier,,,,,,,,,,,,,,
281,Egypt/Libya Clashes,1977,,EGY,LIB,,,CONVENTIONAL,CONVENTIONAL,2,2,1,4,0,0,1,1,1,2,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
281,Egypt/Libya Clashes,1977,,USA,LIB,,,,,,,0,4,1,0,1,1,1,2,,,0,SUPPLIERS,,,,,,,,,,,,,,
281,Egypt/Libya Clashes,1977,,EGY,RUS,,,,,,,0,4,0,0,1,1,1,2,,,0,SUPPLIERS,,,,,,,,,,,,,,
281,Egypt/Libya Clashes,1977,,USA,RUS,,,,,,,0,4,1,0,1,1,1,2,,,0,SUPPLIERS,,,,,,,,,,,,,,
282,Ogaden II,1977,,ETH,SOM,,,CONVENTIONAL,CONVENTIONAL,4,4,1,7,0,0,1,1,0,4,WIN,LOSS,1,,,,,,,,,,,,,,,
282,Ogaden II,1977,,RUS,SOM,,,CONVENTIONAL,CONVENTIONAL,4,4,1,7,0,0,1,1,0,4,WIN,LOSS,1,"Soviet Union was once a supplier of Somalia, but then switched sides",,,,,,,,,,,,,,
282,Ogaden II,1977,,CUB,SOM,,,CONVENTIONAL,CONVENTIONAL,4,4,1,7,0,0,1,1,0,4,WIN,LOSS,1,,,,,,,,,,,,,,,
282,Ogaden II,1977,,YPR,SOM,,,,,,,0,7,0,0,1,1,0,4,WIN,LOSS,0,SUPPLIERS,,,,,,,,,,,,,,
282,Ogaden II,1977,,PRK,SOM,,,,,,,0,7,0,0,1,1,0,4,WIN,LOSS,0,SUPPLIERS,,,,,,,,,,,,,,
282,Ogaden II,1977,,ISR,SOM,,,,,,,0,7,1,0,1,1,0,4,WIN,LOSS,0,SUPPLIERS,,,,,,,,,,,,,,
282,Ogaden II,1977,,ISR,CHN,,,,,,,0,7,1,0,1,1,0,4,WIN,LOSS,0,SUPPLIERS,,,,,,,,,,,,,,
282,Ogaden II,1977,,PRK,CHN,,,,,,,0,7,0,0,1,1,0,4,WIN,LOSS,0,SUPPLIERS,,,,,,,,,,,,,,
282,Ogaden II,1977,,YPR,CHN,,,,,,,0,7,0,0,1,1,0,4,WIN,LOSS,0,SUPPLIERS,,,,,,,,,,,,,,
282,Ogaden II,1977,,ETH,CHN,,,,,,,0,7,0,0,1,1,0,4,WIN,LOSS,0,SUPPLIERS,,,,,,,,,,,,,,
282,Ogaden II,1977,,RUS,CHN,,,,,,,0,7,0,0,1,1,0,4,WIN,LOSS,0,SUPPLIERS,,,,,,,,,,,,,,
282,Ogaden II,1977,,CUB,CHN,,,,,,,0,7,0,0,1,1,0,4,WIN,LOSS,0,SUPPLIERS,,,,,,,,,,,,,,
284,Vietnam Inv./Cambodia,1977,,CAM,DRV,,,CONVENTIONAL,CONVENTIONAL,3,3,1,5,0,0,1,1,0,3,LOSS,WIN,0,,,,,,,,,,,,,,,
284,Vietnam Inv./Cambodia,1977,,CHN,DRV,,,CONVENTIONAL,CONVENTIONAL,3,3,1,5,0,0,1,1,0,3,LOSS,WIN,0,SUPPLIERS,,,,,,,,,,,,,,
284,Vietnam Inv./Cambodia,1977,,CAM,RUS,,,,,,,0,5,0,0,1,1,0,3,LOSS,WIN,0,SUPPLIERS,,,,,,,,,,,,,,
284,Vietnam Inv./Cambodia,1977,,CHN,RUS,,,,,,,0,5,0,0,1,1,0,3,LOSS,WIN,0,SUPPLIERS,,,,,,,,,,,,,,
284,Vietnam Inv./Cambodia,1977,,CAM,PRK,,,,,,,0,5,0,0,1,1,0,3,LOSS,WIN,0,SUPPLIERS,,,,,,,,,,,,,,
284,Vietnam Inv./Cambodia,1977,,CHN,PRK,,,,,,,0,5,0,0,1,1,0,3,LOSS,WIN,0,SUPPLIERS,,,,,,,,,,,,,,
285,French Hostages Mauritania,1977,,FRN,ALG,,,CONVENTIONAL,,1,,1,2,1,0,1,1,1,1,WIN,LOSS,0,This was just an attack by the French on behalf of Mauritania in response to an Algerian group holding its technicians in one of its iron mines hostage; idk if it should be considered a crisis,,,,,,,,,,,,,,
287,Beagle Channel 1,1977,,ARG,CHL,,,,,,,0,2,0,0,1,1,1,1,NEUTRAL,NEUTRAL,0,"Not considered a crisis; there were just negotiations and military ""threats"". These threats by Argentina to send a military vessel weren't even carried out though",,,,,,,,,,,,,,
288,Chad/Libya II,1978,,LIB,CHA,,,,CONVENTIONAL,,1,1,2,0,0,1,1,0,2,WIN,LOSS,0,"The Libyan's didn't actually do the fighting, they just supplied to the Chadian rebels in the civil war. NOTE: the coding here is a bit messed up because it's a civil war, and I can't just code CHAD-CHAD",,,,,,,,,,,,,,
290,Chad/Libya III,1978,,LIB,CHA,,,,CONVENTIONAL,,2,1,3,0,0,1,1,0,2,LOSS,WIN,0,"Libya was technically a supplier to FROLINAT, and the Chadian rebel group used Libyan forces to attack Chad",,,,,,,,,,,,,,
290,Chad/Libya III,1978,,LIB,FRA,,,,CONVENTIONAL,,2,1,3,0,1,1,1,0,2,LOSS,WIN,0,,,,,,,,,,,,,,,
291,Cassinga Incident,1978,,SAF,ANG,,,CONVENTIONAL,,3,,1,3,0,0,1,1,1,2,NEUTRAL,NEUTRAL,1,There were other organizations such as SWAPO and PLAN who were actors in the war but cannot be coded because they're not countries,,,,,,,,,,,,,,
291,Cassinga Incident,1978,,SAF,CUB,,,CONVENTIONAL,CONVENTIONAL,3,2,1,3,0,0,1,1,1,2,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,KASHMIR II,1965,,PAK,IND,,,,,,,1,2,0,1,1,1,0,4,LOSS,WIN,0,,https://history.state.gov/milestones/1961-1968/india-pakistan-war,,,,,,,,,,,,,
216,KASHMIR II,1965,,CHN,IND,,,"CONVENTIONAL, ECONOMIC",,3,,0,4,0,1,1,1,0,4,LOSS,WIN,0,,https://moderndiplomacy.eu/2018/09/27/chinas-role-in-1965-indo-pak-war/,https://www.cambridge.org/core/journals/china-quarterly/article/abs/chinas-role-in-the-indopakistani-conflict/1895DA15341CF49BE0B5816CD128021F,,,,,,,,,,,,
216,KASHMIR II,1965,,CHN,USA,,,,NUCLEAR,,5,0,4,0,1,1,1,0,4,LOSS,WIN,0,U.S. threat was not made directly to China. Went through a British envoy to the Pakistani president who was supposed to tell China.,file:///C:/Users/btrok/Downloads/A_Review_of_American_Policy_du.pdf,https://www.jstor.org/stable/651844?seq=6,,,,,,,,,,,,
219,YEMEN WAR IV,1996,,EGY,YEM,,,,,,,1,5,0,0,1,1,0,4,LOSS,WIN,1,Honestly this whole conflict was very confusing and it was difficult to find specific information on this specific part of the Yemen war so not super confident about any of these codings,https://en.wikipedia.org/wiki/North_Yemen_civil_war,,,,,,,,,,,,,
219,YEMEN WAR IV,1996,,RUS,YEM,,,,,,,1,5,0,0,1,1,0,4,LOSS,WIN,1,,,,,,,,,,,,,,,
219,YEMEN WAR IV,1996,,EGY,SAU,,,,,,,1,5,0,0,1,1,0,2,LOSS,WIN,1,,,,,,,,,,,,,,,
219,YEMEN WAR IV,1996,,RUS,SAU,,,,,,,1,5,0,0,1,1,0,2,LOSS,WIN,1,,,,,,,,,,,,,,,
220,EL SAMU,1966,,ISR,JOR,,,,,,,1,2,1,0,1,1,1,2,WIN,LOSS,0,"Unsure who initiated. Israel drove over a mine planted by Al-Fatah, which killed 3 officers, but King of Jordan apologized. Following this, Israel attacked Jordan.",https://www.jstor.org/stable/30246785?seq=15,https://en.wikipedia.org/wiki/Samu_incident,,,,,,,,,,,,
222,SIX DAY WAR,1967,,ISR,EGY,,,CONVENTIONAL,"CONVENTIONAL, ECONOMIC",4,3,1,15,1,0,1,1,1,5,WIN,LOSS,0,,https://www.jewishvirtuallibrary.org/jsource/isdf/text/tal.pdf,,,,,,,,,,,,,
222,SIX DAY WAR,1967,,ISR,RUS,,,,"CONVENTIONAL, NUCLEAR",,5,0,15,1,0,1,1,1,5,WIN,LOSS,0,,https://books.google.com/books?hl=en&lr=&id=AJ8QEAAAQBAJ&oi=fnd&pg=PR1&dq=israel%27s+allies+in+6+day+war&ots=XNKDMv2O3M&sig=YMZ9vBl4hjXqdlzEE59uBXfGc08#v=onepage&q=israel's%20allies%20in%206%20day%20war&f=false,"https://ciaotest.cc.columbia.edu/olj/meria/meria00_gii01.html#:~:text=The%20direct%20involvement%20of%20Soviet,it%20actually%20instigated%20the%20conflict.",,,,,,,,,,,,
222,SIX DAY WAR,1967,,ISR,SYR,,,,CONVENTIONAL,,3,1,15,1,0,1,1,1,5,WIN,LOSS,0,,,,,,,,,,,,,,,
222,SIX DAY WAR,1967,,ISR,JOR,,,CONVENTIONAL,,,3,1,15,1,0,1,1,1,4,WIN,LOSS,0,,,,,,,,,,,,,,,
222,SIX DAY WAR,1967,,ISR,IRQ,,,,,,,1,15,1,0,1,1,1,3,WIN,LOSS,0,,,,,,,,,,,,,,,
222,SIX DAY WAR,1967,,ISR,FRA,,,,ECONOMIC,,3,0,15,1,1,1,1,1,2,WIN,NEUTRAL,0,,https://www.nytimes.com/2010/04/01/opinion/01bass.html,,,,,,,,,,,,,
222,SIX DAY WAR,1967,,GFR,EGY,,,,,,,0,15,1,0,1,1,1,1,WIN,LOSS,0,,,,,,,,,,,,,,,
222,SIX DAY WAR,1967,,GFR,SYR,,,,,,,0,15,1,0,1,1,1,1,WIN,LOSS,0,,,,,,,,,,,,,,,
222,SIX DAY WAR,1967,,GFR,JOR,,,,,,,0,15,1,0,1,1,1,1,WIN,LOSS,0,,,,,,,,,,,,,,,
222,SIX DAY WAR,1967,,ISR,KUW,,,,,,,0,15,1,0,1,1,1,1,WIN,LOSS,0,,https://www.jewishvirtuallibrary.org/background-and-overview-six-day-war,,,,,,,,,,,,,
222,SIX DAY WAR,1967,,ISR,DZA,,,,,,,0,15,1,0,1,1,1,1,WIN,LOSS,0,,,,,,,,,,,,,,,
222,SIX DAY WAR,1967,,ISR,LBN,,,,,,,1,15,1,0,1,1,1,1,WIN,LOSS,0,,https://www.sixdaywar.org/players/others/,,,,,,,,,,,,,
222,SIX DAY WAR,1967,,ISR,MAR,,,,,,,0,15,1,0,1,1,1,1,WIN,LOSS,0,,,,,,,,,,,,,,,
222,SIX DAY WAR,1967,,ISR,SDN,,,,,,,0,15,1,0,1,1,1,1,WIN,LOSS,0,,,,,,,,,,,,,,,
222,SIX DAY WAR,1967,,ISR,TUN,,,,,,,0,15,1,0,1,1,1,1,WIN,LOSS,0,,,,,,,,,,,,,,,
222,SIX DAY WAR,1967,,ISR,LBY,,,,,,,0,15,1,0,1,1,1,1,WIN,LOSS,0,,,,,,,,,,,,,,,
223,CYRPUS II,1967,,GRC,TUR,,,,,,,1,3,1,1,1,1,0,2,NEUTRAL,NEUTRAL,0,,https://www.tandfonline.com/doi/full/10.1080/00263200500106115,"https://unficyp.unmissions.org/1967-crisis#:~:text=On%2015%20November%2C%20heavy%20fighting,the%20areas%20it%20had%20occupied.",,,,,,,,,,,,
223,CYRPUS II,1967,,CYP,TUR,,,,,,,1,3,0,1,1,1,0,2,NEUTRAL,NEUTRAL,1,"Ngl kind of unclear if Cyprus was involved in this crisis or if they were just a mediator, couldn't find many sources about it",https://uca.edu/politicalscience/home/research-projects/dadm-project/europerussiacentral-asia-region/cyprus-1960-present/,,,,,,,,,,,,,
224,PUEBLO,1968,,PRK,USA,,,,,,,0,3,0,1,1,1,1,3,WIN,LOSS,0,,"https://www.wilsoncenter.org/blog-post/reckless-act-1968-pueblo-crisis-and-north-koreas-relations-third-world#:~:text=On%20January%2023%2C%201968%2C%20North,hostage%20for%2011%20torturous%20months.",,,,,,,,,,,,,
224,PUEBLO,1968,,RUS,USA,,,CONVENTIONAL,,2,,0,3,0,1,1,1,1,2,WIN,LOSS,0,,"https://www.smithsonianmag.com/smart-news/time-us-nearly-nuked-north-korea-over-highjacked-spy-ship-180949514/#:~:text=In%20the%20tense%20aftermath%20of,out%20North%20Korea's%20air%20force.",https://www.wilsoncenter.org/sites/default/files/media/documents/publication/CWIHP_WP_47.pdf,,,,,,,,,,,,
225,TET OFFENSIVE,1968,,DRV,RVN,,,,,,,1,8,0,1,1,1,0,3,LOSS,WIN,0,,"https://www.military.com/history/fracture-jaw-armys-plan-use-tactical-nuclear-weapons-during-vietnam-war.html#:~:text=U.S.%20Grant%20Sharp%20Jr.%2C%20the,forces%20from%20capturing%20Khe%20Sanh.",https://www.defense.gov/News/Feature-Stories/story/Article/3291950/highlighting-history-how-tet-began-the-end-of-vietnam/,,,,,,,,,,,,
225,TET OFFENSIVE,1968,,DRV,USA,,,,,,,1,8,0,1,1,1,0,4,LOSS,LOSS,1,Could code U.S. as winning here. Militarlily they won but there were other major setbacks that occurred for the United States because of this conflict that could classify it as a loss,https://warontherocks.com/2018/10/how-close-did-the-united-states-actually-get-to-using-nuclear-weapons-in-vietnam-in-1968/,,,,,,,,,,,,,
225,TET OFFENSIVE,1968,,DRV,AUS,,,,,,,1,8,0,1,1,1,0,2,LOSS,WIN,0,,"https://www.awm.gov.au/articles/blog/tet-offensive-dennis-stockman#:~:text=Australian%20forces%20were%20heavily%20engaged,occupied%20by%20the%20Viet%20Cong.",,,,,,,,,,,,,
225,TET OFFENSIVE,1968,,DRV,THA,,,,,,,1,8,0,1,1,1,0,2,LOSS,WIN,0,,"https://journals.lib.unb.ca/index.php/jcs/article/view/292/465#:~:text=Thai%20units%20even%20engaged%20the,against%20either%20Laos%20or%20North",,,,,,,,,,,,,
225,TET OFFENSIVE,1968,,DRV,KOR,,,,,,,1,8,0,1,1,1,0,2,LOSS,WIN,0,,"https://www.npr.org/2023/04/12/1167951366/south-korea-vietnam-war-massacre-court-case#:~:text=On%20Feb.,looking%20for%20Viet%20Cong%20fighters.",,,,,,,,,,,,,
225,TET OFFENSIVE,1968,,DRV,NZL,,,,,,,1,8,0,1,1,1,0,2,LOSS,WIN,0,,https://vietnamwar.govt.nz/memory/tet-offensive,,,,,,,,,,,,,
225,TET OFFENSIVE,1968,,RUS,RVN,,,,,,,0,8,0,1,1,1,0,2,LOSS,WIN,0,,,,,,,,,,,,,,,
225,TET OFFENSIVE,1968,,RUS,USA,,,,,,,0,8,0,1,1,1,0,3,LOSS,LOSS,0,,,,,,,,,,,,,,,
226,KARAMEH,1968,,ISR,JOR,,,,,,,1,2,1,0,1,1,1,3,WIN,LOSS,1,"Same situation as El Samu. If Israel citizens die from going over a mine, and then they attack Jordan, who started it. Many different sources saying different. Things. Israel also seems to have won militarily but lost morally, strategically, and in other ways.",https://www.jstor.org/stable/4329583?seq=2,https://www.athensjournals.gr/history/2021-7-2-4-Omar.pdf,,,,,,,,,,,,
227,PRAGUE SPRING,1968,,RUS,CZE,,,CONVENTIONAL,,4,,1,6,0,1,1,1,1,4,WIN,LOSS,0,Put 1 for democracy because their process of democratization initiated this whole conflict,https://books.google.com/books?hl=en&lr=&id=EquVE6gEB6AC&oi=fnd&pg=PR7&dq=prague+springs+threats&ots=Ph4xe3nIIl&sig=cZm4JQuXRnOA62zEfkoIpXRKpSU#v=onepage&q=threat&f=false,,,,,,,,,,,,,
227,PRAGUE SPRING,1968,,BUL,CZE,,,CONVENTIONAL,,3,,1,6,0,1,1,1,1,3,WIN,LOSS,0,Threats from countries not in the USSR were included bc the threats were made from the Warsaw Pact which they're a part of,https://alphahistory.com/coldwar/soviet-ultimatum-to-prague-1968/,,,,,,,,,,,,,
227,PRAGUE SPRING,1968,,HUN,CZE,,,CONVENTIONAL,,3,,1,6,0,1,1,1,1,3,WIN,LOSS,0,,,,,,,,,,,,,,,
227,PRAGUE SPRING,1968,,POL,CZE,,,CONVENTIONAL,,2,,1,6,0,1,1,1,1,3,WIN,LOSS,0,,,,,,,,,,,,,,,
227,PRAGUE SPRING,1968,,GDR,CZE,,,CONVENTIONAL,,2,,1,6,0,1,1,1,1,3,WIN,LOSS,0,,,,,,,,,,,,,,,
230,VIETNAM SPRING OFF.,1969,,DRV,RVN,,,,,,,1,4,0,1,1,1,0,4,NEUTRAL,NEUTRAL,0,,https://books.google.com/books?hl=en&lr=&id=cHZuAAAAMAAJ&oi=fnd&pg=PA1&dq=vietnam+spring+offensive+%221969%22&ots=QrXH0vEwAH&sig=_D1E-_REQbDDeyA5ts9U_FOloEw#v=onepage&q=1969&f=false,,,,,,,,,,,,,
230,VIETNAM SPRING OFF.,1969,,DRV,USA,,,,,,,1,4,0,1,1,1,0,4,NEUTRAL,NEUTRAL,0,,https://www.vietnamwar50th.com/education/week_of_february_21/,https://vva.vietnam.ttu.edu/images.php?img=/images/739/7390112001a.pdf,,,,,,,,,,,,
230,VIETNAM SPRING OFF.,1969,,KHM,USA,,,,,,,1,4,0,1,1,1,0,3,LOSS,WIN,0,,https://www.pbs.org/frontlineworld/stories/cambodia/tl02.html,,,,,,,,,,,,,
231,USSURI RIVER,1969,,CHN,RUS,,,"NUCLEAR, CONVENTIONAL",CONVENTIONAL,5,4,1,2,0,0,1,1,1,4,WIN,LOSS,0,,https://www.cna.org/archive/CNA_Files/pdf/d0022974.a2.pdf,https://www.jstor.org/stable/3657368,,,,,,,,,,,,
232,WAR OF ATTRITION,1969,,EGY,ISR,,,,,,,1,6,0,1,1,1,0,4,NEUTRAL,NEUTRAL,1,Unclear who won this conflict. Both sides suffered casualities and not much was gained/lost for either side,https://www.sav.sk/journals/uploads/0530142407_Sorby_FINAL.pdf,,,,,,,,,,,,,
232,WAR OF ATTRITION,1969,,RUS,ISR,,,,,,,1,6,0,1,1,1,0,4,NEUTRAL,NEUTRAL,1,Can't find if the U.S. was involved,,,,,,,,,,,,,,
232,WAR OF ATTRITION,1969,,KUW,ISR,,,,,,,1,6,0,1,1,1,0,2,NEUTRAL,NEUTRAL,1,,https://www.jstor.org/stable/260609?seq=2,,,,,,,,,,,,,
232,WAR OF ATTRITION,1969,,SYR,ISR,,,,,,,1,6,0,1,1,1,0,3,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
232,WAR OF ATTRITION,1969,,JOR,ISR,,,,,,,1,6,0,1,1,1,0,3,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
234,SHATT-AL-ARAB II,1969,,IRN,IRQ,,,CONVENTIONAL,CONVENTIONAL,2,2,0,2,0,0,1,1,0,1,NEUTRAL,NEUTRAL,0,,https://www.jstor.org/stable/41392981?seq=5,,,,,,,,,,,,,
235,FOOTBALL WAR,1969,,SAL,HON,,,,,,,1,2,0,0,1,1,1,1,NEUTRAL,NEUTRAL,0,"Although not a state, the OAS threatened El Salvador with economic sanctions which led to a cease-fire.",https://www.jstor.org/stable/2613335?seq=6,https://en.wikipedia.org/wiki/Football_War,https://oxfordre.com/latinamericanhistory/display/10.1093/acrefore/9780199366439.001.0001/acrefore-9780199366439-e-911,,,,,,,,,,,
237,INVASION OF CAMBODIA,1970,,DRV,KHM,,,,CONVENTIONAL,,2,1,4,0,0,1,1,0,3,LOSS,NEUTRAL,0,,"https://en.wikipedia.org/wiki/Cambodian_campaign#:~:text=On%2030%20April%201970%2C%20President,response%20to%20North%20Vietnamese%20aggression.",,,,,,,,,,,,,
237,INVASION OF CAMBODIA,1970,,DRV,RVN,,,,,,,1,4,0,1,1,1,0,3,LOSS,WIN,0,,,,,,,,,,,,,,,
237,INVASION OF CAMBODIA,1970,,DRV,USA,,,,,,,1,4,0,1,1,1,0,3,LOSS,WIN,0,,,,,,,,,,,,,,,
238,BLACK SEPTEMBER,1970,,JOR,SYR,,,CONVENTIONAL,CONVENTIONAL,,2,1,4,0,0,1,1,1,3,WIN,LOSS,1,"Jordan didn't initiate, the Palestine Liberation Organization did but they're not a country. Jordan retaliated, and then Syria entered the conflict to defend the PLO. I coded JOR as the country that initiated because they were the first country to engage in combat but not sure if this is correct",https://en.wikipedia.org/wiki/Black_September,,,,,,,,,,,,,
238,BLACK SEPTEMBER,1970,,JOR,IRQ,,,,CONVENTIONAL,,2,1,4,0,0,1,1,1,2,WIN,LOSS,0,Unclear if Iraq had casualities because a lot of the people fighting were part of Palestinian groups and not assoicated with any specific countries,,,,,,,,,,,,,,
238,BLACK SEPTEMBER,1970,,USA,SYR,,,CONVENTIONAL,,3,,0,4,1,0,1,1,1,3,WIN,LOSS,0,,"https://psource.sitehost.iu.edu/PDF/Archive%20Articles/Fall2013/2013%20-%20Fall%20-%207%20-%20Pierson,%20Bradley%202.pdf",https://www.cia.gov/resources/csi/static/Black-September-Jordan.pdf,,,,,,,,,,,,
238,BLACK SEPTEMBER,1970,,USA,IRQ,,,CONVENTIONAL,,3,,0,4,1,0,1,1,1,2,WIN,LOSS,0,,Lack of aid provided by Soviets: https://www.jstor.org/stable/4327311?seq=3,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Invasion of Laos II,1971,,DRV,LAO,,,CONVENTIONAL,,3,0,0,4,0,0,1,1,0,3,NEUTRAL,LOSS,1,based on location,,,,,,,,,,,,,,
241,Invasion of Laos II,1971,,DRV,US,,,CONVENTIONAL,,3,2,1,4,0,1,1,1,0,3,NEUTRAL,LOSS,0,,,,,,,,,,,,,,,
241,Invasion of Laos II,1971,,DRV,RVN,,,CONVENTIONAL,,3,3,1,4,0,0,1,1,0,4,NEUTRAL,LOSS,0,,,,,,,,,,,,,,,
242,Bangladesh,1971,,BNG,PAK,,,,CONVENTIONAL,4,4,1,5,0,0,1,1,0,4,WIN,LOSS,0,,,,,,,,,,,,,,,
242,Bangladesh,1971,,IND,PAK,,,,CONVENTIONAL,4,4,1,5,0,0,1,1,0,4,WIN,LOSS,0,,,,,,,,,,,,,,,
242,Bangladesh,1971,,BNG,USA,,,,,0,0,0,5,0,1,1,1,0,1,NEUTRAL,LOSS,0,,,,,,,,,,,,,,,
242,Bangladesh,1971,,IND,USA,,,,,0,0,0,5,0,1,1,1,0,1,NEUTRAL,LOSS,0,,,,,,,,,,,,,,,
242,Bangladesh,1971,,RUS,PAK,,,,,0,0,0,5,0,0,1,1,0,1,WIN,LOSS,0,,,,,,,,,,,,,,,
242,Bangladesh,1971,,RUS,USA,,,,,0,0,0,5,0,0,1,1,0,1,WIN,LOSS,0,,,,,,,,,,,,,,,
243,Chad/Libya I,1971,,LIB,CHA,,,,OTHER,1,1,0,2,0,0,1,1,1,1,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
245,Tanzania/Uganda I,1971,,TAZ,UGA,,,,CONVENTIONAL,2,4,1,5,0,0,1,1,0,3,WIN,LOSS,0,,,,,,,,,,,,,,,
245,Tanzania/Uganda I,1971,,TAZ,LIB,,,,CONVENTIONAL,2,2,1,5,0,0,1,1,0,2,WIN,LOSS,0,,,,,,,,,,,,,,,
245,Tanzania/Uganda I,1971,,TAZ,PAK,,,,,0,0,0,5,0,0,1,1,0,1,WIN,NEUTRAL,1,not all that involved,,,,,,,,,,,,,,
245,Tanzania/Uganda I,1971,,TAZ,UGA,,,,,0,0,0,5,0,0,1,1,0,1,WIN,NEUTRAL,1,not all that involved,,,,,,,,,,,,,,
246,vitenam Ports Mining,1972,,DRV,US,,,CONVENTIONAL,,4,3,1,3,0,1,1,1,0,4,LOSS,WIN,0,cont. of 241,,,,,,,,,,,,,,
246,vitenam Ports Mining,1972,,DRV,RVN,,,CONVENTIONAL,,4,3,1,3,0,0,1,1,0,4,LOSS,WIN,0,^,,,,,,,,,,,,,,
247,Tanzania/Uganda II,1972,,TAZ,LIB,,,,,0,0,0,3,0,0,1,1,1,1,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
247,Tanzania/Uganda II,1972,,TAZ,UGA,,,CONVENTIONAL,,3,4,1,2,0,0,1,1,1,3,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
248,North/South Yemen I,1972,,YAR,YPR,,,,CONVENTIONAL,5,5,1,10,0,0,1,1,0,4,LOSS,WIN,1,adjaceent to cold war,,,,,,,,,,,,,,
248,North/South Yemen I,1972,,YAR,LIB,,,,,4,2,1,10,0,0,1,1,0,2,LOSS,WIN,1,supported north yemen?,,,,,,,,,,,,,,
248,North/South Yemen I,1972,,YAR,IRQ,,,,,4,2,1,10,0,0,1,1,0,2,LOSS,WIN,1,unclear with these codings if suppliers/alliances should be coded against other suppliers/allies since not in active engagement,,,,,,,,,,,,,,
